http://purl.org/dc/elements/1.1/description,http://www.georss.org/georss/point,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type_label,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2000/01/rdf-schema#seeAlso_label,http://www.w3.org/2002/07/owl#differentFrom,http://www.w3.org/2002/07/owl#differentFrom_label,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.w3.org/2003/01/geo/wgs84_pos#long,ontology/activeYears,ontology/activeYearsEndDate,ontology/activeYearsEndYear,ontology/activeYearsStartDate,ontology/activeYearsStartYear,ontology/alias,ontology/allegiance,ontology/almaMater,ontology/almaMater_label,ontology/appointer,ontology/appointer_label,ontology/associate,ontology/associate_label,ontology/associatedBand,ontology/associatedBand_label,ontology/associatedMusicalArtist,ontology/associatedMusicalArtist_label,ontology/award,ontology/award_label,ontology/background,ontology/battle,ontology/battle_label,ontology/birthDate,ontology/birthName,ontology/birthPlace,ontology/birthPlace_label,ontology/birthYear,ontology/board,ontology/board_label,ontology/bodyDiscovered,ontology/bodyDiscovered_label,ontology/chancellor,ontology/chancellor_label,ontology/child,ontology/child_label,ontology/citizenship,ontology/citizenship_label,ontology/committee,ontology/country,ontology/country_label,ontology/creator,ontology/creator_label,ontology/deathCause,ontology/deathCause_label,ontology/deathDate,ontology/deathPlace,ontology/deathPlace_label,ontology/deathYear,ontology/deputy,ontology/deputy_label,ontology/education,ontology/education_label,ontology/electionMajority,ontology/employer,ontology/employer_label,ontology/ethnicity,ontology/ethnicity_label,ontology/firstAppearance,ontology/gender,ontology/gender_label,ontology/genre,ontology/genre_label,ontology/governor,ontology/governorGeneral,ontology/governorGeneral_label,ontology/governor_label,ontology/height,ontology/hometown,ontology/hometown_label,ontology/honours,ontology/honours_label,ontology/imdbId,ontology/influenced,ontology/influencedBy,ontology/influencedBy_label,ontology/influenced_label,ontology/instrument,ontology/instrument_label,ontology/knownFor,ontology/knownFor_label,ontology/language,ontology/language_label,ontology/lastAppearance,ontology/lastAppearance_label,ontology/lieutenant,ontology/lieutenant_label,ontology/militaryBranch,ontology/militaryBranch_label,ontology/militaryCommand,ontology/militaryRank,ontology/militaryRank_label,ontology/militaryUnit,ontology/militaryUnit_label,ontology/monarch,ontology/monarch_label,ontology/movement,ontology/movement_label,ontology/nationality,ontology/nationality_label,ontology/networth,ontology/notableWork,ontology/notableWork_label,ontology/occupation,ontology/occupation_label,ontology/office,ontology/opponent,ontology/opponent_label,ontology/orderInOffice,ontology/otherParty,ontology/otherParty_label,ontology/parent,ontology/parent_label,ontology/partner,ontology/partner_label,ontology/party,ontology/party_label,ontology/personFunction,ontology/personFunction_label,ontology/portfolio,ontology/portrayer,ontology/portrayer_label,ontology/predecessor,ontology/predecessor_label,ontology/president,ontology/president_label,ontology/primeMinister,ontology/primeMinister_label,ontology/profession,ontology/profession_label,ontology/pseudonym,ontology/race,ontology/raceHorse,ontology/raceHorse_label,ontology/race_label,ontology/recordLabel,ontology/recordLabel_label,ontology/region,ontology/region_label,ontology/relation,ontology/relation_label,ontology/relative,ontology/relative_label,ontology/religion,ontology/religion_label,ontology/residence,ontology/residence_label,ontology/restingPlace,ontology/restingPlacePosition,ontology/restingPlace_label,ontology/salary,ontology/school,ontology/school_label,ontology/seniority,ontology/series,ontology/series_label,ontology/serviceEndYear,ontology/serviceStartYear,ontology/signature,ontology/soundRecording,ontology/soundRecording_label,ontology/species,ontology/species_label,ontology/spouse,ontology/spouse_label,ontology/stateOfOrigin,ontology/stateOfOrigin_label,ontology/successor,ontology/successor_label,ontology/termPeriod,ontology/termPeriod_label,ontology/timeInSpace,ontology/title,ontology/type,ontology/type_label,ontology/viafId,ontology/vicePresident,ontology/vicePresident_label,ontology/voice,ontology/voice_label,ontology/weight,ontology/wins,title
Journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Huma Qureshi (journalist),,,,,,,,,,,,,,http://dbpedia.org/resource/University_of_Warwick | http://dbpedia.org/resource/Sciences_Po,University of Warwick | Sciences Po,,,,,,,,,,,,,,,Huma Qureshi,http://dbpedia.org/resource/Wolverhampton,Wolverhampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Pakistanis,Pakistanis,,,,,,,,,,,http://dbpedia.org/resource/Walsall,Walsall,,,,,,,,,,http://dbpedia.org/resource/Journalism,Journalism,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Huma_Qureshi_(journalist)__1 | http://dbpedia.org/resource/Journalist,Huma_Qureshi_(journalist)__1 | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Islam,Islam,http://dbpedia.org/resource/London,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huma_Qureshi_(journalist)
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Humphrey Hawksley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Journalist,Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Humphrey_Hawksley
Poet,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Hushang Irani,,,,,,,,,1956,,1948,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Iran | http://dbpedia.org/resource/Hamadan,Iran | Hamadan,1925,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Paris | http://dbpedia.org/resource/France,Paris | France,1973,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Ahmad_Shamloo | http://dbpedia.org/resource/Yadollah_Royaee | http://dbpedia.org/resource/Ahmadreza_Ahmadi | http://dbpedia.org/resource/The_New_Poetry,http://dbpedia.org/resource/Nima_Yooshij | http://dbpedia.org/resource/Surrealism,Nima Yooshij | Surrealism,Ahmad Shamloo | Yadollah Royaee | Ahmadreza Ahmadi | The New Poetry,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Surrealism,Surrealism,,,,,,http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Painting | http://dbpedia.org/resource/Translation | http://dbpedia.org/resource/Poet,Journalist | Painting | Translation | Poet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hushang_Irani
Journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Hussain Abdul-Hussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Lebanon | http://dbpedia.org/resource/Beirut,Lebanon | Beirut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Demographics_of_Iraq,Demographics of Iraq,,,,http://dbpedia.org/resource/Journalist,Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hussain_Abdul-Hussain
Indian writer,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Hussain Zaidi,,,,,,,,,,,,Zaidi S. Hussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Black_Friday_(2007_film) | http://dbpedia.org/resource/Dongri_to_Dubai:_Six_Decades_of_the_Mumbai_Mafia,Black Friday (2007 film) | Dongri to Dubai: Six Decades of the Mumbai Mafia,http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Novelist,Journalist | Novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hussain_Zaidi
Colombian writer,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Héctor Abad Faciolince,,,,,,,,,1991,,1991,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Colombia | http://dbpedia.org/resource/Medellín,Colombia | Medellín,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Essay | http://dbpedia.org/resource/Non-fiction | http://dbpedia.org/resource/Fiction,Essay | Non-fiction | Fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Latin_American_literature,Latin American literature,http://dbpedia.org/resource/Colombians,Colombians,,,,http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Editing | http://dbpedia.org/resource/Novelist | http://dbpedia.org/resource/List_of_essayists,Journalist | Editing | Novelist | List of essayists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor_Abad_Faciolince
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Scientist | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Medician | http://www.wikidata.org/entity/Q901 | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | scientist | person | medician | Q901 | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Héctor Abad Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Colombia | http://dbpedia.org/resource/Jericó,Colombia | Jericó,,,,,,,,,,,,,,,,,,,1987-08-25,http://dbpedia.org/resource/Colombia | http://dbpedia.org/resource/Medellín,Colombia | Medellín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Human_rights | http://dbpedia.org/resource/Physician | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Professor,Human rights | Physician | Journalist | Professor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor_Abad_Gómez
Puerto Rican writer,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Héctor Feliciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Philadelphia,Philadelphia,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Citizenship_in_the_United_States | http://dbpedia.org/resource/Puerto_Rican_citizenship,Citizenship in the United States | Puerto Rican citizenship,,,,http://dbpedia.org/resource/Journalist,Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor_Feliciano
Cuban engineer and journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Héctor Maseda Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Héctor_Maseda_Gutiérrez__1 | http://dbpedia.org/resource/Nuclear_engineering | http://dbpedia.org/resource/Journalist,Héctor_Maseda_Gutiérrez__1 | Nuclear engineering | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Laura_Pollán,Laura Pollán,,,,,,,,,,,,,,,,,,Héctor_Maseda_Gutiérrez
German journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Hannes Stein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965-02-15,,http://dbpedia.org/resource/Munich,Munich,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Germany,Germany,,,,http://dbpedia.org/resource/Author | http://dbpedia.org/resource/Journalist,Author | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hannes_Stein
German journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Hanns-Joachim Friedrichs,,,,,,,,,,,,Hanns Joachim Friedrichs,,,,,,,,,,,,,,,,,1927-03-15 | 1945-06-19,,http://dbpedia.org/resource/Germany | http://dbpedia.org/resource/Hamm,Germany | Hamm,1945 | 1927,,,,,,,,,,,,http://dbpedia.org/resource/Germany,Germany,,,http://dbpedia.org/resource/Lung_cancer,Lung cancer,1995-03-28,http://dbpedia.org/resource/Germany | http://dbpedia.org/resource/Hamburg,Germany | Hamburg,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Germany,Germany,,,,http://dbpedia.org/resource/Hanns-Joachim_Friedrichs__1 | http://dbpedia.org/resource/Journalist,Hanns-Joachim_Friedrichs__1 | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Germany,Germany,,,,,,,,,,,,,,,,Hanns-Joachim_Friedrichs
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Hanns Kräly,,,,,,,,,1942,,1915,,,,,,,,,,,,,,,,,,1884-01-16,,http://dbpedia.org/resource/Germany | http://dbpedia.org/resource/Hamburg,Germany | Hamburg,1884,,,,,,,,,,,,,,,,,,1950-11-11,http://dbpedia.org/resource/Los_Angeles | http://dbpedia.org/resource/United_States,Los Angeles | United States,1950,,,,,,,,,,,,,,,,,,,,,,,,0473134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Hanns_Kräly__1 | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Screenwriter,Hanns_Kräly__1 | Journalist | Screenwriter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanns_Kräly
German journalist,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Hans-Dieter Lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1926-06-20,,http://dbpedia.org/resource/Elbląg | http://dbpedia.org/resource/Germany | http://dbpedia.org/resource/East_Prussia,Elbląg | Germany | East Prussia,1926,,,,,,,,,,,,,,,,,,2012-05-18,http://dbpedia.org/resource/Berlin | http://dbpedia.org/resource/Germany,Berlin | Germany,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Germany,Germany,,,,http://dbpedia.org/resource/Hans-Dieter_Lange__1 | http://dbpedia.org/resource/Journalist,Hans-Dieter_Lange__1 | Journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Germany,Germany,,,,,,,,,,,,,,,,Hans-Dieter_Lange
Dutch politician,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/OfficeHolder | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | office holder | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Hans Hillen,,,,,,,,,,,,,,http://dbpedia.org/resource/Utrecht_University,Utrecht University,,,,,,,,,,,,,,1947-06-17,Johannes Stefanus Joseph Hillen,http://dbpedia.org/resource/Netherlands | http://dbpedia.org/resource/The_Hague,Netherlands | The Hague,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Netherlands,Netherlands,,,,http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Politician | http://dbpedia.org/resource/Civil_service | http://dbpedia.org/resource/Teacher | http://dbpedia.org/resource/Columnist,Journalist | Politician | Civil service | Teacher | Columnist,Minister of Defence | Member of the House of Representatives | Member of the Senate,,,,,,,,,,http://dbpedia.org/resource/Christian_Democratic_Appeal,Christian Democratic Appeal,,,,,,http://dbpedia.org/resource/Eimert_van_Middelkoop,Eimert van Middelkoop,,,http://dbpedia.org/resource/Mark_Rutte,Mark Rutte,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Catholic_Church,Catholic Church,http://dbpedia.org/resource/Hilversum | http://dbpedia.org/resource/Netherlands,Hilversum | Netherlands,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Jeanine_Hennis-Plasschaert,Jeanine Hennis-Plasschaert,http://dbpedia.org/resource/Hans_Hillen__1 | http://dbpedia.org/resource/Hans_Hillen__2 | http://dbpedia.org/resource/Hans_Hillen__3,Hans_Hillen__1 | Hans_Hillen__2 | Hans_Hillen__3,,,,,,,,,,,,Hans_Hillen
German writer,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://dbpedia.org/ontology/Writer | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent | http://www.wikidata.org/entity/Q36180,owl#Thing | person | writer | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent | Q36180,Hans Hömberg,,,,,,,,,1968,,1931,,,,,,,,,,,,,,,,,,1903-12-14,,http://dbpedia.org/resource/Berlin | http://dbpedia.org/resource/German_Empire | http://dbpedia.org/resource/Prussia,Berlin | German Empire | Prussia,1903,,,,,,,,,,,,http://dbpedia.org/resource/Germany,Germany,,,,,1982-07-04,http://dbpedia.org/resource/Tyrol_(state) | http://dbpedia.org/resource/Kufstein | http://dbpedia.org/resource/County_of_Tyrol | http://dbpedia.org/resource/Austria,Tyrol (state) | Kufstein | County of Tyrol | Austria,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Hans_Hömberg__1 | http://dbpedia.org/resource/Hans_Hömberg__2 | http://dbpedia.org/resource/Hans_Hömberg__3 | http://dbpedia.org/resource/Journalist | http://dbpedia.org/resource/Screenwriter,Hans_Hömberg__1 | Hans_Hömberg__2 | Hans_Hömberg__3 | Journalist | Screenwriter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans_Hömberg
,,http://www.w3.org/2002/07/owl#Thing | http://dbpedia.org/ontology/Person | http://www.wikidata.org/entity/Q5 | http://xmlns.com/foaf/0.1/Person | http://schema.org/Person | http://www.wikidata.org/entity/Q215627 | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson | http://dbpedia.org/ontology/Agent | http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,owl#Thing | person | Q5 | Person | Q215627 | DUL.owl#NaturalPerson | agent | DUL.owl#Agent,Hans Oehler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888-12-18,Hans Oehler,,,1888,,,,,,,,,,,,,,,,,,1967-01-07,http://dbpedia.org/resource/Dielsdorf,Dielsdorf,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Switzerland,Switzerland,,,,http://dbpedia.org/resource/Hans_Oehler__1 | http://dbpedia.org/resource/Journalist,Hans_Oehler__1 | Journalist,,,,,,,,,,,http://dbpedia.org/resource/Popular_League_for_the_Independence_of_Switzerland | http://dbpedia.org/resource/National_Front_(Switzerland) | http://dbpedia.org/resource/National_Movement_of_Switzerland | http://dbpedia.org/resource/Volkspartei_der_Schweiz,Popular_League_for_the_Independence_of_Switzerland | National Front (Switzerland) | National Movement of Switzerland | Volkspartei der Schweiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Switzerland,Switzerland,,,,,,,,,,,,,,,,Hans_Oehler
